PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,First_name,Surname,deck,num,side,Age Interval,expenses,Transported
8790_01,Europa,False,55 Cancri e,25.0,False,698.0,4978.0,0.0,146.0,0.0,Charaz Fawnsive,Charaz,Fawnsive,D,277,P,24-30,5822.0,True
8119_01,Earth,True,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,Harvin Tersimpson,Harvin,Tersimpson,F,1555,S,0-6,0.0,False
7677_01,Earth,True,PSO J318.5-22,49.0,False,0.0,0.0,0.0,0.0,0.0,Alber Puckenton,Alber,Puckenton,G,1247,S,48-54,0.0,False
3886_01,Earth,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Nicey Moreman,Nicey,Moreman,G,633,P,36-42,0.0,True
5652_01,Earth,False,TRAPPIST-1e,24.0,False,215.0,0.0,0.0,0.0,350.0,Erice Franchaney,Erice,Franchaney,F,1171,P,24-30,565.0,False
0014_01,Mars,False,55 Cancri e,27.0,False,1286.0,122.0,524.0062893081761,0.0,0.0,Flats Eccle,Flats,Eccle,F,3,P,24-30,1932.006289308176,False
8344_01,Mars,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Donch Pare,Donch,Pare,D,247,S,24-30,0.0,True
7326_01,Earth,False,TRAPPIST-1e,47.0,False,2916.0,0.0,14.0,63.0,0.0,France Barbes,France,Barbes,F,1519,P,42-48,2993.0,False
6951_02,Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Mares Beling,Mares,Beling,D,219,P,30-36,0.0,True
1155_02,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Jayne Hessey,Jayne,Hessey,G,175,P,18-24,0.0,True
3923_01,Earth,False,TRAPPIST-1e,18.0,False,95.0,0.0,0.0,13.0,622.0,Jenne Cofferson,Jenne,Cofferson,F,808,P,18-24,730.0,False
3903_01,Earth,False,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,Glendy Doughan,Glendy,Doughan,G,636,P,0-6,0.0,False
0304_01,Europa,False,TRAPPIST-1e,28.0,False,0.0,422.0,0.0,1851.0,5166.0,Betena Ausivetpul,Betena,Ausivetpul,E,18,S,24-30,7439.0,False
4695_03,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Whex Snoff,Whex,Snoff,F,882,S,18-24,0.0,True
1416_01,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Therie Macdonadows,Therie,Macdonadows,G,219,P,24-30,0.0,False
4338_03,Europa,False,55 Cancri e,44.0,False,0.0,14201.0,0.0,22.0,584.0,Kleeiak Gealloyalt,Kleeiak,Gealloyalt,C,156,S,42-48,14807.0,True
7999_01,Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Arraiam Bealvewd,Arraiam,Bealvewd,B,262,P,24-30,0.0,True
3406_02,Europa,False,TRAPPIST-1e,55.0,False,0.0,5971.0,158.0,4125.0,1984.0,Dyonevi Metiveal,Dyonevi,Metiveal,C,112,P,54-60,12238.0,False
5395_01,Mars,False,TRAPPIST-1e,28.0,False,4.0,0.0,2574.0,0.0,0.0,Fruik Traie,Fruik,Traie,D,173,P,24-30,2578.0,True
5434_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Harvin Garnes,Harvin,Garnes,G,874,P,18-24,0.0,True
7729_01,Europa,True,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,Winons Unprive,Winons,Unprive,C,251,P,18-24,0.0,True
1378_01,Earth,False,TRAPPIST-1e,19.0,False,245.0,41.0,550.0,234.78242677824267,0.0,Joyces Caineson,Joyces,Caineson,G,212,P,18-24,1070.7824267782426,False
0585_02,Mars,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Sugard Fone,Sugard,Fone,F,120,P,0-6,0.0,True
6541_01,Earth,False,TRAPPIST-1e,21.0,False,0.0,717.0,0.0,0.0,0.0,Monah Lowelliott,Monah,Lowelliott,F,1356,P,18-24,717.0,False
1232_01,Europa,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Sarthim Geraing,Sarthim,Geraing,C,49,S,36-42,0.0,True
3036_01,Earth,False,PSO J318.5-22,57.0,False,506.0,0.0,1.0,178.0,0.0,Penne Booneid,Penne,Booneid,F,634,P,54-60,685.0,False
4592_02,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Eal Carté,Eal,Carté,F,862,S,24-30,0.0,True
8088_02,Mars,False,TRAPPIST-1e,23.0,True,3.0,0.0,0.0,1677.0,0.0,Varkes Kart,Varkes,Kart,F,1670,P,18-24,1680.0,False
0288_01,Earth,False,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,828.0,Gory Delez,Gory,Delez,F,55,S,18-24,828.0,False
3062_01,Mars,False,TRAPPIST-1e,35.0,False,741.0,0.0,31.0,0.0,36.0,Hion Frasp,Hion,Frasp,D,99,S,30-36,808.0,False
6402_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Paulah Knoxonway,Paulah,Knoxonway,G,1032,P,0-6,0.0,True
5839_01,Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Ranopus Unloweedic,Ranopus,Unloweedic,C,219,S,24-30,0.0,True
6304_01,Europa,False,55 Cancri e,47.0,True,0.0,2225.0,1573.0,201.0,23.0,Muonus Clutolded,Muonus,Clutolded,C,193,P,42-48,4022.0,True
8964_03,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Hamus Grean,Hamus,Grean,F,1734,S,18-24,0.0,True
8516_01,Earth,False,TRAPPIST-1e,20.0,False,218.5260989010989,0.0,0.0,327.0,0.0,Denis Hopez,Denis,Hopez,F,1750,P,18-24,545.5260989010989,True
0221_02,Mars,False,TRAPPIST-1e,23.0,False,1215.0,80.0,1.0,2.0,0.0,Yogark Reke,Yogark,Reke,E,13,S,18-24,1298.0,False
0740_02,Europa,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,Zaurah Sageng,Zaurah,Sageng,C,24,P,12-18,0.0,True
0338_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Ireen Guerson,Ireen,Guerson,G,48,S,18-24,0.0,True
0498_02,Europa,True,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,Kastrak Preent,Kastrak,Preent,B,18,S,42-48,0.0,True
7442_02,Earth,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,Franda Morrencis,Franda,Morrencis,,,,12-18,0.0,False
2013_01,Earth,False,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,804.0,Emmax Water,Emmax,Water,F,398,P,12-18,804.0,False
1401_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,599.0,59.0,152.0,Guyne Burtiz,Guyne,Burtiz,G,218,P,18-24,810.0,False
6191_03,Europa,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Taurah Ametic,Taurah,Ametic,A,59,P,42-48,0.0,True
5499_01,Earth,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Brank Hickley,Brank,Hickley,G,884,S,36-42,0.0,True
7696_01,Mars,False,TRAPPIST-1e,34.0,False,751.0,0.0,185.0,0.0,77.0,Sceres Hooff,Sceres,Hooff,E,499,P,30-36,1013.0,False
6371_01,Earth,False,TRAPPIST-1e,35.0,False,858.0,10.0,16.0,0.0,0.0,Dorice Burnerez,Dorice,Burnerez,G,1027,P,30-36,884.0,False
6932_01,Earth,False,TRAPPIST-1e,20.0,False,559.0,0.0,83.0,112.0,0.0,Shaele Ewiseston,Shaele,Ewiseston,G,1130,S,18-24,754.0,True
8922_01,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Walley Pager,Walley,Pager,G,1449,P,24-30,0.0,True
3995_03,Earth,False,55 Cancri e,27.0,False,0.0,0.0,2.0,0.0,808.0,Colle Casonston,Colle,Casonston,G,655,P,24-30,810.0,False
9034_01,Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Marfar Crakete,Marfar,Crakete,D,288,P,12-18,0.0,True
4603_01,Europa,False,55 Cancri e,26.0,False,0.0,3593.0,47.0,19.0,229.0,Hamakan Namsheary,Hamakan,Namsheary,C,171,S,24-30,3888.0,True
4128_03,Mars,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Guanch Pare,Guanch,Pare,F,846,P,0-6,0.0,True
1736_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Therry Blancoy,Therry,Blancoy,G,284,P,18-24,0.0,False
4222_01,Earth,False,TRAPPIST-1e,29.0,False,37.0,0.0,167.0,608.0,0.0,Beula Clean,Beula,Clean,G,692,P,24-30,812.0,False
1950_01,Earth,False,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,101.0,1357.0,Tonyn Welles,Tonyn,Welles,F,374,S,48-54,1458.0,False
9013_01,Earth,False,TRAPPIST-1e,21.0,False,128.0,108.0,8.0,3.0,522.0,Daisya Prestonard,Daisya,Prestonard,G,1461,P,18-24,769.0,False
2752_01,Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Jarena Ballocks,Jarena,Ballocks,G,444,P,6-12,0.0,False
4632_01,Europa,True,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,Bellus Dightent,Bellus,Dightent,C,176,S,54-60,0.0,True
6446_02,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Nelley Yatters,Nelley,Yatters,G,1047,S,0-6,0.0,True
8642_01,Earth,False,PSO J318.5-22,20.0,False,0.0,4.0,0.0,0.0,625.0,Yolace Berreranks,Yolace,Berreranks,F,1774,P,18-24,629.0,False
0571_02,Europa,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Alchium Ousious,Alchium,Ousious,C,21,P,18-24,0.0,False
6698_01,Earth,False,PSO J318.5-22,31.0,False,239.0,321.0,0.0,0.0,124.0,Julion Hayersents,Julion,Hayersents,F,1393,P,30-36,684.0,False
0449_01,Earth,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Nathy Moongton,Nathy,Moongton,G,64,S,6-12,0.0,True
5032_01,Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Kochard Dicely,Kochard,Dicely,E,322,S,30-36,0.0,True
1434_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Emilla Cartez,Emilla,Cartez,G,222,P,0-6,0.0,False
8956_08,Earth,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,741.0,Harvin Bonnondry,Harvin,Bonnondry,F,1838,P,24-30,741.0,False
5003_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Dessie Bulliamoses,Dessie,Bulliamoses,G,809,P,18-24,0.0,False
4244_01,Earth,False,TRAPPIST-1e,17.0,False,0.0,628.0,0.0,66.0,449.0,Yvetta Weaverays,Yvetta,Weaverays,F,794,S,12-18,1143.0,True
6980_01,Earth,False,TRAPPIST-1e,44.0,False,3.0,0.0,33.0,769.0,0.0,Stevey Reilline,Stevey,Reilline,F,1331,S,42-48,805.0,True
1162_01,Europa,False,TRAPPIST-1e,31.0,False,0.0,1847.0,0.0,103.0,694.0,Menchah Radisiouss,Menchah,Radisiouss,C,45,S,30-36,2644.0,True
2310_02,Europa,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Geons Holiabler,Geons,Holiabler,D,68,P,54-60,0.0,True
2858_01,Europa,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Iononus Fictful,Iononus,Fictful,C,109,S,36-42,0.0,True
2308_04,Europa,False,TRAPPIST-1e,67.0,False,0.0,4715.0,0.0,599.0,6.0,Polluma Pringrous,Polluma,Pringrous,D,77,S,66-72,5320.0,True
7219_05,Europa,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Anchab Arible,Anchab,Arible,C,235,P,36-42,0.0,True
4690_02,Europa,False,TRAPPIST-1e,27.0,False,14327.0,1487.0,0.0,1.0,0.0,Tope Dishocatal,Tope,Dishocatal,,,,24-30,15815.0,False
0808_01,Earth,False,TRAPPIST-1e,31.0,False,159.0,110.0,701.0,0.0,10.0,Benew Ramoran,Benew,Ramoran,E,57,S,30-36,980.0,False
6296_01,Europa,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Alderak Balightal,Alderak,Balightal,B,247,S,18-24,0.0,True
2168_02,Mars,False,TRAPPIST-1e,20.0,False,212.0,0.0,991.0,0.0,13.0,Gorice Lacke,Gorice,Lacke,F,427,S,18-24,1216.0,False
5104_01,Earth,False,TRAPPIST-1e,31.0,False,25.0,712.0,0.0,16.0,0.0,Keitha Waltonnedy,Keitha,Waltonnedy,G,833,S,30-36,753.0,True
2476_01,Earth,False,TRAPPIST-1e,35.0,False,0.0,0.0,1.0,0.0,1264.0,Luise Arner,Luise,Arner,F,512,P,30-36,1265.0,False
0056_02,Europa,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Instab Tractive,Instab,Tractive,A,1,S,36-42,0.0,True
1404_02,Europa,False,TRAPPIST-1e,42.0,False,0.0,51.0,0.0,4170.0,13.0,Arkard Mornaned,Arkard,Mornaned,,,,42-48,4234.0,False
8313_01,Earth,False,TRAPPIST-1e,30.0,False,467.0,0.0,0.0,0.0,287.0,Sallie Gainney,Sallie,Gainney,G,1341,S,30-36,754.0,False
7983_01,Europa,True,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,Alderak Wassird,Alderak,Wassird,,,,48-54,0.0,True
1285_01,Earth,False,55 Cancri e,36.0,False,286.0,415.0,16.0,0.0,0.0,Ricia Weaverays,Ricia,Weaverays,F,258,P,36-42,717.0,False
7918_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Allift Flé,Allift,Flé,F,1640,P,24-30,0.0,True
2389_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,46.0,0.0,676.0,0.0,Annon Solon,Annon,Solon,G,384,S,18-24,722.0,False
5945_01,Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Lavey Morez,Lavey,Morez,G,970,S,6-12,0.0,True
0597_02,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Bertle Roachoanand,Bertle,Roachoanand,G,91,P,18-24,0.0,False
6201_01,Europa,False,55 Cancri e,34.0,True,0.0,1174.0,0.0,130.0,1141.0,Kaboson Sempribly,Kaboson,Sempribly,A,60,P,30-36,2445.0,False
0313_04,Earth,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Hary Mckinsond,Hary,Mckinsond,G,50,P,0-6,0.0,True
2640_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,1051.0,Helean Wagnerray,Helean,Wagnerray,F,510,S,18-24,1051.0,False
4006_04,Earth,False,TRAPPIST-1e,45.0,False,1796.0,0.0,4.0,0.0,5.0,Kariel Wolfaddox,Kariel,Wolfaddox,G,660,S,42-48,1805.0,False
1817_01,Earth,False,PSO J318.5-22,16.0,False,112.0,0.0,38.0,77.0,443.0,Marky Lanks,Marky,Lanks,F,349,S,12-18,670.0,False
2893_01,Earth,False,55 Cancri e,27.0,False,688.0,307.0,779.0,0.0,19.0,Verek Beasleyes,Verek,Beasleyes,G,470,P,24-30,1793.0,False
8604_02,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Halesh Stité,Halesh,Stité,F,1765,P,18-24,0.0,True
2756_01,Mars,False,55 Cancri e,23.0,False,253.0,0.0,0.0,888.0,0.0,Guink Corte,Guink,Corte,F,572,P,18-24,1141.0,False
3138_01,Earth,False,TRAPPIST-1e,30.0,False,0.0,4.0,1604.0,678.0,1681.0,Therie Stephendsey,Therie,Stephendsey,,,,30-36,3967.0,False
9037_01,Mars,False,55 Cancri e,21.0,False,1410.0,3.0,49.0,0.0,0.0,Galowl Stike,Galowl,Stike,F,1751,S,18-24,1462.0,False
7580_01,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Billya Sweenez,Billya,Sweenez,G,1230,S,18-24,0.0,True
0756_02,Europa,False,TRAPPIST-1e,34.0,False,47.0,287.0,0.0,4302.0,0.0,Ranon Geraing,Ranon,Geraing,B,27,S,30-36,4636.0,False
4230_01,Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,23.0,820.0,22.0,Shaele Wilkinner,Shaele,Wilkinner,F,873,P,18-24,865.0,False
8281_01,Earth,False,TRAPPIST-1e,45.0,False,0.0,1.0,233.0,453.0,17.0,Iandy Cooks,Iandy,Cooks,F,1704,P,42-48,704.0,False
6764_02,Mars,False,TRAPPIST-1e,31.0,False,76.0,0.0,2398.0,102.0,23.0,Supix Rake,Supix,Rake,F,1294,S,30-36,2599.0,True
6058_01,Mars,False,55 Cancri e,18.0,False,2904.0,5.0,50.0,0.0,9.0,Yaphex Ecart,Yaphex,Ecart,F,1253,P,18-24,2968.0,False
5478_01,Mars,False,TRAPPIST-1e,29.0,False,518.0,0.0,10.0,1245.0,0.0,Hocorz Prity,Hocorz,Prity,F,1048,S,24-30,1773.0,False
5611_01,Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Medion Clutchor,Medion,Clutchor,D,171,S,24-30,0.0,True
2043_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Goles Teake,Goles,Teake,F,395,S,24-30,0.0,True
3938_02,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Dies Flité,Dies,Flité,F,743,S,0-6,0.0,True
0922_02,Europa,False,55 Cancri e,31.0,False,0.0,1095.0,0.0,169.0,1226.0,Achyon Obedaming,Achyon,Obedaming,B,35,P,30-36,2490.0,False
4592_04,Mars,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Pil Carté,Pil,Carté,F,862,S,0-6,0.0,True
0591_01,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Loreen Mcclayton,Loreen,Mcclayton,G,86,S,18-24,0.0,False
3123_01,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Derina Prinson,Derina,Prinson,G,511,P,12-18,0.0,True
5146_01,Earth,False,55 Cancri e,26.0,False,7.0,751.0,0.0,38.0,0.0,Maura Cainghannon,Maura,Cainghannon,F,986,S,24-30,796.0,True
0298_01,Europa,True,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,Ashird Sorbitter,Ashird,Sorbitter,A,3,P,54-60,0.0,True
6241_01,Earth,False,TRAPPIST-1e,33.0,False,6.0,0.0,0.0,0.0,950.0,Claine Russelloyd,Claine,Russelloyd,F,1198,S,30-36,956.0,False
1624_01,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Joanry Barbes,Joanry,Barbes,G,250,S,0-6,0.0,True
1425_02,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Mael Adavisons,Mael,Adavisons,G,220,P,0-6,0.0,True
0756_03,Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Hadalm Ainserfle,Hadalm,Ainserfle,B,27,S,24-30,0.0,True
1670_02,Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Jordy Sancasey,Jordy,Sancasey,G,269,P,42-48,0.0,False
8771_01,Earth,False,TRAPPIST-1e,58.0,False,0.0,805.0,3.0,3.0,0.0,Ebonya Boyersons,Ebonya,Boyersons,G,1421,P,54-60,811.0,False
1147_01,Europa,True,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,Solam Semageary,Solam,Semageary,B,42,P,48-54,0.0,True
5163_02,Earth,False,TRAPPIST-1e,40.0,False,151.0,0.0,713.0,0.0,0.0,Jillie Hewson,Jillie,Hewson,E,322,P,36-42,864.0,True
6323_02,Europa,False,TRAPPIST-1e,33.0,False,2.0,4742.0,0.0,34.0,0.0,Arinon Unkcal,Arinon,Unkcal,C,235,S,30-36,4778.0,True
4173_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,658.0,133.0,Genee Meleon,Genee,Meleon,E,261,P,24-30,791.0,False
3319_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,335.0,532.0,15.0,26.0,Line Wolfaddox,Line,Wolfaddox,G,541,P,54-60,908.0,False
5980_01,Europa,False,55 Cancri e,19.0,False,0.0,2326.4857142857145,0.0,2.0,9.0,Alatrin Trallect,Alatrin,Trallect,C,223,S,18-24,2337.4857142857145,True
1976_05,Europa,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Plas Lansuffle,Plas,Lansuffle,B,82,S,12-18,0.0,True
8683_01,Earth,False,PSO J318.5-22,42.0,False,51.0,6.0,87.0,21.0,404.0,Dandra Prinson,Dandra,Prinson,F,1679,S,42-48,569.0,False
6595_01,Earth,False,TRAPPIST-1e,35.0,False,102.0,780.0,6.0,0.0,0.0,Tyle Simstravery,Tyle,Simstravery,G,1074,S,30-36,888.0,True
1908_01,Mars,False,TRAPPIST-1e,18.0,False,1218.0,0.0,34.0,1095.0,0.0,Herms Chcak,Herms,Chcak,E,115,P,18-24,2347.0,False
6763_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,97.0,725.0,26.0,104.0,Bonyam Berges,Bonyam,Berges,G,1097,P,18-24,952.0,True
0738_01,Mars,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Ran Pread,Ran,Pread,F,157,P,42-48,0.0,True
6283_02,Earth,False,TRAPPIST-1e,27.0,False,2.0,3.0,93.0,6.0,540.0,Tracek Chanan,Tracek,Chanan,F,1206,S,24-30,644.0,False
1187_02,Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Hughan Matts,Hughan,Matts,G,184,S,6-12,0.0,False
0539_01,Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Tard Nalanet,Tard,Nalanet,C,18,P,30-36,0.0,True
5712_01,Europa,True,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,Dabik Mostedry,Dabik,Mostedry,E,371,S,60-66,0.0,True
6443_03,Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Rone Cartyernan,Rone,Cartyernan,G,1046,S,6-12,0.0,True
3252_01,Earth,False,55 Cancri e,53.0,False,8.0,0.0,236.0,0.0,2049.0,Dwin Melez,Dwin,Melez,F,613,S,48-54,2293.0,False
1186_01,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Card Browlerson,Card,Browlerson,G,183,S,0-6,0.0,True
4547_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,25.0,0.0,0.0,803.0,Warry Navages,Warry,Navages,E,297,S,18-24,828.0,True
9120_01,Earth,False,TRAPPIST-1e,13.0,False,101.0,12.0,184.0,780.0,0.0,Sony Maynardner,Sony,Maynardner,F,1763,S,12-18,1077.0,False
7020_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,All Buckson,All,Buckson,G,1145,S,18-24,0.0,True
2866_01,Europa,True,TRAPPIST-1e,36.0,True,0.0,0.0,0.0,0.0,0.0,Hadirk Wheededly,Hadirk,Wheededly,C,110,S,36-42,0.0,True
0177_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,Toperon Iniouser,Toperon,Iniouser,B,2,S,36-42,27428.0,False
4324_03,Mars,False,TRAPPIST-1e,25.0,False,412.0,0.0,567.0,775.0,0.0,Oareel Krake,Oareel,Krake,F,810,S,24-30,1754.0,False
8489_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Elicey Danielps,Elicey,Danielps,G,1383,P,18-24,0.0,True
2821_01,Earth,True,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,Brance Shephendery,Brance,Shephendery,G,458,P,54-60,0.0,True
2110_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Ernice Joynewtonks,Ernice,Joynewtonks,G,339,P,18-24,0.0,False
7588_01,Earth,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Lan Hersons,Lan,Hersons,G,1219,P,0-6,0.0,True
9072_02,Mars,False,TRAPPIST-1e,30.0,False,160.0,0.0,719.0,162.0,0.0,Aleys Creke,Aleys,Creke,F,1758,S,30-36,1041.0,False
7741_01,Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Lilly Matts,Lilly,Matts,G,1252,S,0-6,0.0,False
7309_01,Mars,False,TRAPPIST-1e,14.0,False,738.0,5.0,297.0,0.0,0.0,Bases Kinad,Bases,Kinad,F,1513,P,12-18,1040.0,False
5040_02,Europa,False,55 Cancri e,39.0,False,10.0,199.0,0.0,6216.0,101.0,Alsha Dynigic,Alsha,Dynigic,C,195,S,36-42,6526.0,False
5679_01,Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Loise Casonston,Loise,Casonston,G,920,S,18-24,0.0,True
3515_02,Mars,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Crans Purte,Crans,Purte,F,725,P,42-48,0.0,True
4568_01,Mars,False,TRAPPIST-1e,42.0,False,4102.0,0.0,36.0,0.0,1825.0,Ples Pamca,Ples,Pamca,F,940,P,42-48,5963.0,False
0340_01,Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Pentard Poille,Pentard,Poille,B,10,S,36-42,0.0,True
1947_01,Earth,False,TRAPPIST-1e,21.0,False,942.0,0.0,0.0,0.0,7.0,Lorian Vandan,Lorian,Vandan,F,372,S,18-24,949.0,False
3556_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Natha Clinantones,Natha,Clinantones,G,572,S,18-24,0.0,True
8259_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,486.0,324.0,0.0,Byrona Potthews,Byrona,Potthews,G,1342,P,24-30,810.0,False
1353_04,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Fex Tepie,Fex,Tepie,F,262,S,0-6,0.0,True
5205_02,Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Juanna Roachez,Juanna,Roachez,G,845,S,0-6,0.0,True
5397_01,Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Rish Jamai,Rish,Jamai,D,162,S,42-48,0.0,True
3064_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Thewis Spencervan,Thewis,Spencervan,G,482,S,18-24,0.0,True
7437_02,Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Kraban Disgul,Kraban,Disgul,B,279,S,42-48,0.0,True
